--- Information from page_1.jpg ---
Here is the information extracted from the image:

**Price List List**

**Date:** 7th July 2025

**Client Details:** Nairobi Region Region Dealers

| Sizes       | RoadCruza | Price | Pattern | Wanda | Price | Pattern | Price |
|-------------|------------|-------|---------|--------|-------|---------|-------|
| 13"          | 175/70R13  | 4,000 | RA610  | 4,200 | WR080 | 4,200  | BLAZER HP |
| 13"          | 185/70R13  | 4,200 | RA510  | 4,200  | BLAZER HP |
| 14"          | 175/65R14   | 4,800 | RA610  | 4,800  | C187    | 4,500  | BLAZER HP |
| 14"          | 175/70R14   | 4,400 | RA510  | 4,400  | BLAZER HP |
| 14"          | 185/70R14   | 4,400 | RA510  | 4,400  | BLAZER HP |
| 14"          | 195/65R15   | 5,200 | RA510  | 5,200  | C187    | 5,000  | BLAZER HP |
| 14"          | 195/70R14   | 5,200 | RA510  | 5,200  | BLAZER HP |
| 15"          | 185/65R15   | 5,200 | RA510  | 5,200  | C187    | 5,000  | BLAZER HP |
| 15"          | 195/65R15   | 5,200 | RA510  | 5,200  | C187    | 5,000  | BLAZER HP |
| 15"          | 195/70R14   | 5,200 | RA510  | 5,200  | BLAZER HP |
| 15"          | 205/60R15   | 5,800 | RA510  | 5,800  | C187    | 5,500  | ULTRAFORCE AT-X |
| 15"          | 205/65R15   | 5,800 | RA510  | 5,800  | C187    | 5,500  | ULTRAFORCE AT-X |
| 15"          | 205/70R15   | 5,800 | RA510  | 5,800  | C187    | 5,500  | ULTRAFORCE AT-X |
| 15"          | 215/60R15   | 6,500 | RA510  | 6,500  | C187    | 6,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R15   | 6,500 | RA510  | 6,500  | C187    | 6,000  | ULTRAFORCE AT-X |
| 15"          | 215/50R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/60R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/65R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/70R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"          | 215/55R17   | 8,000  | RA710  | 8,000  | WR9096  | 7,000  | ULTRAFORCE AT-X |
| 15"

--- Information from page_2.jpg ---
Here is the information extracted from the image:

### Price List

**Date:** 7th July 2025
**Client Details:** Nairobi Region Region Dealers

| Sizes | Pattern | Price |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500       |
| 285/55R20LT-10PR | AT RA1100 | 16,000 | XT RA7000 | 21,500

--- Information from page_5.jpg ---
Here is the extracted information from the image:

**Price List**

**Date:** 7th July 2025

**Client Details:** Nairobi Region Dealers

| Size | Brand | Price |
|------|--------|-------|
| 295/80R22.5 - 18PR | Tailong HS268 (AP) | 23,000 |
| 315/80R22.5 - 20PR (STEER) | CPS21 | 25,500 |
| 315/80R22.5 - 20PR (AP) | CPS60 | 25,000 |
| 315/80R22.5 - 20PR (DIFF) | GT268 (AP) | 30,000 |
| 315/80R22.5 - 20PR (DIFF) | Habilead BM919 (AP) | 32,000 |
| 385/55R22.5 - 20PR | CPT76 | 35,000 |
| 12.00R24 - 20PR | 25,000 |
| 17.5 x 6.00 - 6 HOLES | HIVIEW | 5,700 |
| 17.5 x 6.00 - 6 HOLES | 25,000 |
| 19.5 x 6.75 - 6 HOLES | 28,000 |
| 17.5 x 6.75 - 6 HOLES | 25,000 |
| 19.5 x 6.75 - 6 HOLES | 28,000 |
| 22.5 x 8.25 - 8 HOLES | 25,000 |
| 22.5 x 8.25 - 8 HOLES | 25,000 |
| 22.5 x 8.25 - 10 HOLES | 25,000 |
| 22.5 x 8.25 - 10 HOLES | 25,000 |
| 22.5 x 9.00 - 10 HOLES | 25,000 |
| 22.5 x 11.75 - 10 HOLES | 25,000 |
| 3.00-17 6PR | WANDA TL P6161 | 2,500 |
| 2.75-18 6PR | WANDA TL P6161 | 2,700 |
| 3.00-18 6PR | WANDA TL P6231F | 2,700 |
| 4.00-8 6PR (WITH TUBE) | WANDA TL P227 | 2,900 |
| 4.00-8 6PR (WITH TUBE) | WANDA TL P6133A | 2,000 |

**Payment Methods:**
- Cash
- PayBill
- Bank Transfer

--- Information from page_6.jpg ---
**Price List**

**Date:** 7th July 2025

**Client Details:** Nairobi Region Dealers

**Payment:** Payment in full is required prior to the consignment leaving our warehouse.

**Prices:** Prices are inclusive of VAT.

**About Refunds & Returns:**

- Any complaint must be made in writing within 3 days after delivery. Any loss or breakage as a result of storage or in transit is the responsibility of the customer and not the company.
- Goods once sold are not accepted back. In case of acceptance, a minimum of 10% handling charges will be charged.

**NB:** The above price list overwrites any previous price list. Hiview International reserves the right to change the prices without prior notice.

